wiek	naukaLata	edukacja	plec	wiaraZyciePo	szczescie	jakieZycie	fortunaEndPraca	gazetyCzesto	ogladaTVGodz	korzystaWWW	zodiak	dochod	ileGodzPracuje
39	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	3	Tak	Bliznieta	$60000 TO 74999	8
56	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	3	Nie	Skorpion	$30000 TO 34999	6
64	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	Codziennie	1	Nie	Waga	$30000 TO 34999	11
60	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Nie	Rak	NA	12
46	12	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Rak	$90000 - $109999	11
52	13	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Nie	NA	NA	Tak	Baran	$75000 TO $89999	10
33	16	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Mniej niz raz w tygodniu	1	Tak	Byk	$40000 TO 49999	10
27	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Waga	$60000 TO 74999	6
46	14	Policealna	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	Nigdy	1	Tak	Byk	$75000 TO $89999	11
50	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	Raz w tygodniu	3	Tak	Wodnik	$60000 TO 74999	8
51	14	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Mniej niz raz w tygodniu	1	Tak	Panna	$50000 TO 59999	9
53	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Lew	$75000 TO $89999	4
47	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	2	Tak	Lew	$60000 TO 74999	13
33	2	Szkola zawodowa	Kobieta	Nie	Bardzo szczesliwy	Rutynowe	Nie	NA	NA	Nie	Bliznieta	$75000 TO $89999	0
53	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Raz w tygodniu	6	Nie	Rak	$20000 TO 22499	4
44	12	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Raz w tygodniu	5	Nie	Skorpion	$22500 TO 24999	7
19	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Baran	$4 000 TO 4 999	4
87	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	4	Nie	Skorpion	$15000 TO 17499	0
85	8	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Nie	Rak	$15000 TO 17499	0
43	13	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Tak	Kilka razy w tygodniu	2	Tak	Wodnik	$90000 - $109999	9
47	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Strzelec	$25000 TO 29999	10
31	14	Policealna	Mezczyzna	Nie	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Wodnik	$17500 TO 19999	3
24	13	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Raz w tygodniu	5	Nie	NA	NA	8
68	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	5	Nie	Ryby	$75000 TO $89999	1
43	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Nie	NA	NA	Tak	Koziorozec	$35000 TO 39999	0
87	8	Szkola zawodowa	Kobieta	Nie	Dosc szczesliwy	Rutynowe	NA	Codziennie	3	Nie	Byk	$12500 TO 14999	0
69	10	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Bliznieta	$110000 OR OVER	3
34	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Byk	$17500 TO 19999	11
41	8	Szkola zawodowa	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Mniej niz raz w tygodniu	7	Nie	Rak	$30000 TO 34999	4
72	7	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Nigdy	1	Nie	Rak	$6 000 TO 6 999	1
50	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Wodnik	$50000 TO 59999	4
45	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Raz w tygodniu	2	Tak	Waga	$60000 TO 74999	8
75	1	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Nie	Panna	$60000 TO 74999	1
29	15	Policealna	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Byk	$60000 TO 74999	8
20	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	1	Nie	Skorpion	UNDER $1 000	12
37	11	Szkola zawodowa	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	5	Nie	Byk	$8 000 TO 9 999	6
42	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Tak	Ryby	$6 000 TO 6 999	9
40	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	1	Tak	Lew	$50000 TO 59999	12
29	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Raz w tygodniu	1	Nie	Wodnik	$40000 TO 49999	11
58	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Nudne	Nie	NA	NA	Nie	Koziorozec	$15000 TO 17499	10
30	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	4	Tak	Waga	$25000 TO 29999	7
30	11	Szkola zawodowa	Kobieta	Nie	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Panna	$50000 TO 59999	0
86	4	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Codziennie	2	Nie	Lew	NA	0
43	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	3	Nie	Bliznieta	$12500 TO 14999	7
50	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Skorpion	$25000 TO 29999	4
45	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Bliznieta	$50000 TO 59999	11
23	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	3	Tak	Lew	$30000 TO 34999	7
35	11	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	NA	Nie	NA	NA	Tak	Wodnik	NA	10
40	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	Tak	Codziennie	4	Tak	Baran	$50000 TO 59999	7
72	17	Magisterium	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	Codziennie	4	Tak	Bliznieta	$40000 TO 49999	1
21	13	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	Nudne	NA	NA	NA	Tak	Panna	$15000 TO 17499	11
35	13	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	Rutynowe	Nie	Mniej niz raz w tygodniu	3	Tak	Skorpion	$3 000 TO 3 999	7
45	12	Szkola srednia	Kobieta	Nie	Bardzo szczesliwy	Rutynowe	Nie	Nigdy	4	Tak	Rak	$35000 TO 39999	8
27	13	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	5	Tak	Byk	$25000 TO 29999	6
48	12	Szkola srednia	Kobieta	Nie	Nieszczesliwy	Ekscytujace	Tak	NA	NA	Nie	Panna	$50000 TO 59999	2
31	13	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	Rutynowe	NA	Codziennie	4	Tak	Lew	$30000 TO 34999	8
54	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	3	Nie	Lew	$35000 TO 39999	6
45	10	Szkola zawodowa	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Nigdy	3	Nie	Lew	$12500 TO 14999	7
36	13	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Nie	Skorpion	$30000 TO 34999	0
46	15	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	3	Nie	Lew	$8 000 TO 9 999	8
49	12	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	NA	NA	Codziennie	8	Nie	Skorpion	$30000 TO 34999	5
55	11	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	Nudne	Tak	Nigdy	5	Nie	Lew	$15000 TO 17499	6
49	11	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Nie	Byk	$12500 TO 14999	13
47	14	Policealna	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Byk	$75000 TO $89999	7
48	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	1	Tak	Waga	$75000 TO $89999	12
53	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	3	Tak	Lew	$110000 OR OVER	8
37	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Nie	NA	NA	Tak	Waga	$75000 TO $89999	4
32	13	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	3	Tak	Byk	$40000 TO 49999	6
52	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Strzelec	$110000 OR OVER	0
21	12	Szkola srednia	Kobieta	Tak	Nieszczesliwy	NA	NA	Codziennie	1	Nie	Lew	$25000 TO 29999	10
66	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Byk	$20000 TO 22499	3
36	9	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	Ekscytujace	Nie	NA	NA	Nie	Lew	$17500 TO 19999	0
20	9	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	Nudne	NA	NA	NA	Nie	Waga	$5 000 TO 5 999	0
27	15	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	Rutynowe	Nie	Raz w tygodniu	2	Tak	Bliznieta	$30000 TO 34999	8
43	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Lew	$35000 TO 39999	9
19	20	Magisterium	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Nie	Codziennie	1	Tak	NA	$110000 OR OVER	11
26	17	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Ryby	$30000 TO 34999	4
40	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Nie	Byk	$35000 TO 39999	13
50	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	Codziennie	2	Tak	NA	NA	10
40	14	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	Nigdy	8	Tak	Wodnik	$12500 TO 14999	4
26	17	Licencjat	Mezczyzna	Nie	Bardzo szczesliwy	NA	NA	Codziennie	1	Tak	Strzelec	$35000 TO 39999	13
84	8	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Nie	Lew	NA	0
32	14	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	Raz w tygodniu	3	Tak	Skorpion	$75000 TO $89999	7
22	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Strzelec	$35000 TO 39999	1
26	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Raz w tygodniu	6	Tak	Rak	$20000 TO 22499	7
74	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Tak	Strzelec	NA	3
35	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	3	Tak	Ryby	$15000 TO 17499	8
45	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Wodnik	NA	7
20	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	1	Tak	Panna	$5 000 TO 5 999	12
25	15	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Tak	Ryby	$22500 TO 24999	6
36	14	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	2	Tak	Strzelec	$50000 TO 59999	8
27	14	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Nie	NA	NA	Tak	Baran	$30000 TO 34999	4
30	14	Policealna	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	Mniej niz raz w tygodniu	3	Tak	Byk	$40000 TO 49999	7
75	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Nie	NA	$12500 TO 14999	1
28	16	Policealna	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	1	Tak	Byk	$75000 TO $89999	9
52	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	2	Tak	Skorpion	$110000 OR OVER	8
29	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Koziorozec	$35000 TO 39999	10
78	10	Szkola zawodowa	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	NA	Codziennie	5	Nie	Panna	$30000 TO 34999	7
27	12	Szkola srednia	Mezczyzna	Nie	Nieszczesliwy	NA	NA	Raz w tygodniu	5	Nie	Waga	$17500 TO 19999	8
32	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Panna	$40000 TO 49999	10
22	13	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	2	Tak	Waga	$22500 TO 24999	8
58	0	Szkola zawodowa	Kobieta	Nie	Bardzo szczesliwy	NA	NA	Codziennie	3	Tak	Ryby	$17500 TO 19999	8
75	8	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Tak	Baran	$50000 TO 59999	3
53	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	Tak	NA	NA	Nie	Waga	$35000 TO 39999	5
76	8	Szkola zawodowa	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	NA	Codziennie	0	Nie	Strzelec	$22500 TO 24999	3
61	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Nigdy	5	Nie	Lew	NA	8
53	9	Szkola srednia	Kobieta	Nie	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	10	Nie	Lew	$17500 TO 19999	3
23	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Bliznieta	$8 000 TO 9 999	3
48	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Tak	Waga	$40000 TO 49999	12
30	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Waga	$15000 TO 17499	3
45	17	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Tak	Nigdy	5	Nie	Wodnik	NA	7
27	14	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	Nie	NA	NA	Tak	Waga	$15000 TO 17499	3
72	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Codziennie	2	Nie	Bliznieta	$25000 TO 29999	2
34	10	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	3	Tak	Bliznieta	$25000 TO 29999	8
25	17	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Tak	Bliznieta	$25000 TO 29999	5
52	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Tak	Panna	$75000 TO $89999	8
77	14	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Nie	Byk	$20000 TO 22499	1
43	13	Szkola srednia	Kobieta	Tak	Nieszczesliwy	Rutynowe	Tak	Codziennie	2	Tak	Lew	$50000 TO 59999	13
40	15	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Lew	$60000 TO 74999	8
61	9	Szkola zawodowa	Kobieta	Tak	Nieszczesliwy	Nudne	NA	Kilka razy w tygodniu	2	Nie	Koziorozec	NA	8
62	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Panna	$40000 TO 49999	2
56	12	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	3	Tak	Waga	$30000 TO 34999	6
50	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Nigdy	1	Nie	Baran	NA	12
64	0	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Nie	Ryby	$7 000 TO 7 999	4
70	6	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Codziennie	4	Nie	Lew	NA	3
59	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Nie	Strzelec	$7 000 TO 7 999	9
21	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Nigdy	12	Nie	Byk	NA	0
52	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Raz w tygodniu	3	Tak	Strzelec	$75000 TO $89999	6
33	15	Policealna	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Strzelec	$60000 TO 74999	11
31	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Tak	Skorpion	$75000 TO $89999	8
50	17	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Skorpion	$90000 - $109999	5
46	12	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	Rutynowe	Nie	Mniej niz raz w tygodniu	2	Tak	Lew	$30000 TO 34999	9
29	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	1	Tak	Byk	$90000 - $109999	10
22	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Tak	Byk	$110000 OR OVER	0
36	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	1	Tak	Koziorozec	$90000 - $109999	11
52	16	Magisterium	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Tak	Koziorozec	$110000 OR OVER	9
49	10	Szkola zawodowa	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	NA	Codziennie	1	Tak	Baran	$50000 TO 59999	13
56	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	12	Nie	Panna	$10000 TO 12499	3
31	11	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	Mniej niz raz w tygodniu	3	Tak	Byk	$75000 TO $89999	7
56	15	Policealna	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Raz w tygodniu	3	Tak	Panna	$25000 TO 29999	8
32	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Panna	$22500 TO 24999	1
70	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	Codziennie	4	Tak	Strzelec	$110000 OR OVER	2
33	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	0	Nie	Rak	$10000 TO 12499	12
80	15	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Nie	Waga	$90000 - $109999	0
67	11	Szkola zawodowa	Mezczyzna	Nie	Nieszczesliwy	NA	NA	Mniej niz raz w tygodniu	6	Nie	Ryby	$3 000 TO 3 999	2
36	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Tak	Bliznieta	$20000 TO 22499	5
25	8	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	4	Nie	Waga	$17500 TO 19999	7
61	15	Policealna	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	1	Tak	Byk	$60000 TO 74999	13
56	17	Magisterium	Mezczyzna	Nie	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Panna	$60000 TO 74999	10
51	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	5	Tak	Ryby	$60000 TO 74999	8
19	13	Szkola srednia	Mezczyzna	Nie	Nieszczesliwy	Rutynowe	Nie	Codziennie	1	Nie	Baran	NA	8
33	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	1	Nie	Lew	$50000 TO 59999	12
49	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	1	Tak	Lew	NA	11
39	12	Szkola zawodowa	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Panna	$7 000 TO 7 999	1
25	13	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Bliznieta	$30000 TO 34999	5
47	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	4	Nie	Skorpion	NA	8
61	13	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	Ekscytujace	Tak	Codziennie	1	Tak	Strzelec	NA	9
35	13	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Mniej niz raz w tygodniu	4	Tak	Byk	$50000 TO 59999	7
45	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Waga	NA	7
73	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Nigdy	2	Nie	Koziorozec	NA	3
45	13	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Baran	$40000 TO 49999	0
67	10	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	Codziennie	2	Tak	Baran	$25000 TO 29999	1
80	10	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Raz w tygodniu	8	Nie	Bliznieta	$17500 TO 19999	0
37	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	4	Nie	Baran	$17500 TO 19999	7
39	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Ryby	$50000 TO 59999	6
38	14	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	1	Tak	Rak	$30000 TO 34999	8
66	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Nie	Lew	$20000 TO 22499	1
71	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	Codziennie	2	Tak	Wodnik	$75000 TO $89999	1
25	18	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	3	Nie	Rak	$110000 OR OVER	7
40	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Wodnik	$110000 OR OVER	13
25	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Nie	NA	$110000 OR OVER	5
46	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Mniej niz raz w tygodniu	3	Nie	Koziorozec	$75000 TO $89999	6
46	12	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	Rutynowe	Nie	Codziennie	5	Nie	Lew	$40000 TO 49999	6
26	19	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	1	Tak	Ryby	$15000 TO 17499	11
NA	16	Licencjat	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	Codziennie	2	Tak	Ryby	$40000 TO 49999	11
54	18	Magisterium	Kobieta	Nie	Nieszczesliwy	Ekscytujace	Nie	NA	NA	Tak	Strzelec	$50000 TO 59999	9
36	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Tak	Codziennie	2	Tak	Strzelec	$75000 TO $89999	10
40	11	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	4	Nie	Wodnik	$30000 TO 34999	8
30	10	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Kilka razy w tygodniu	2	Nie	Ryby	NA	11
26	12	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	Ekscytujace	Nie	Raz w tygodniu	4	Tak	Strzelec	$17500 TO 19999	6
44	16	Licencjat	Mezczyzna	Nie	Dosc szczesliwy	Rutynowe	NA	Codziennie	1	Tak	Lew	NA	8
47	12	Szkola srednia	Mezczyzna	Nie	Nieszczesliwy	Ekscytujace	Tak	Nigdy	8	Nie	Byk	NA	4
31	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Waga	NA	10
65	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Codziennie	3	Nie	Bliznieta	$30000 TO 34999	7
76	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	4	Nie	Ryby	$50000 TO 59999	2
70	11	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	6	Nie	Ryby	$60000 TO 74999	3
34	19	Magisterium	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Baran	$110000 OR OVER	7
23	12	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	NA	NA	Raz w tygodniu	2	Nie	Strzelec	$17500 TO 19999	8
85	12	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Nie	Strzelec	$8 000 TO 9 999	0
21	15	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	4	Tak	Byk	$10000 TO 12499	8
